variable,direct,direct_p,indirect,indirect_p,total,total_p
pagerank_lag1,3224.283075204962,1.5023537969227618e-12,937.4627797222352,0.1992231804978459,4161.745854927198,1.0205709832789012e-08
ln_pop_density,-8.515451174169245,0.1639675842159609,-34.93136334782742,0.000298800312616,-43.44681452199666,7.92356917855841e-07
youth_ratio,2.2225588310765487,6.439293542825908e-15,-0.5395400684737637,0.2354273521049512,1.683018762602785,9.113374604452495e-05
aging_ratio,0.9572691833335432,0.0103324414591889,-1.6115416083656702,0.0035379331109022,-0.6542724250321269,0.1716854625669499
fiscal_indep,0.1024659502482306,0.0881194249448409,-0.0748363919579622,0.4017833546837202,0.0276295582902683,0.7574459545922247
doctor_per1000,-0.8794742846065061,0.2171179259440303,3.463169223362548,0.0076960314943044,2.5836949387560417,0.0584605810317666
fertility,6.2575749026537375,0.0025981381933584,0.6354813693541184,0.8522201543594954,6.893056272007856,0.0659069732738992
culture_facility_count,-0.2170290650547549,0.1277124017127742,0.2684372631661178,0.356398234525221,0.0514081981113628,0.8620551278359638
childcare_pk,-1.071812415373821,8.755218772193984e-13,0.6715400763180324,0.0065925067251759,-0.4002723390557889,0.1310625328966554
